referrer,views_total,views_unique
Google,2099,1120
github.com,1241,624
fluxcd.io,873,574
weave.works,86,45
DuckDuckGo,43,26
Bing,31,21
t.co,25,22
cncf.io,12,11
aws.amazon.com,7,6
com.google.android.gm,7,4
