referrer,views_total,views_unique
Google,1841,986
github.com,1176,593
fluxcd.io,950,609
DuckDuckGo,63,42
weave.works,63,39
Bing,29,22
com.google.android.gm,20,2
galaxy.ansible.com,17,2
cncf.io,14,13
jira.dkb.ag,9,6
