referrer,views_total,views_unique
Google,1854,977
github.com,952,577
fluxcd.io,921,599
weave.works,81,60
DuckDuckGo,59,41
Bing,29,25
cncf.io,23,22
com.google.android.gm,14,4
aws.amazon.com,9,8
cn.bing.com,6,5
