referrer,views_total,views_unique
Google,1981,1069
fluxcd.io,1024,651
github.com,1023,586
weave.works,99,54
DuckDuckGo,39,28
cncf.io,24,20
Bing,18,12
aws.amazon.com,10,9
atc.bmwgroup.net,7,3
harness.io,7,3
