referrer,views_total,views_unique
Google,1965,1030
github.com,1191,593
fluxcd.io,1052,669
DuckDuckGo,63,45
weave.works,50,28
Bing,40,29
galaxy.ansible.com,20,2
com.google.android.gm,20,2
cncf.io,16,12
jira.dkb.ag,15,8
