referrer,views_total,views_unique
Google,7007,2480
github.com,4452,1113
fluxcd.io,4259,1081
DuckDuckGo,387,175
t.co,191,123
Bing,130,52
heise.de,62,31
giters.com,30,8
Baidu,28,13
StartPage,28,7
