referrer,views_total,views_unique
Google,1893,1006
github.com,1068,563
fluxcd.io,1062,658
DuckDuckGo,63,38
Bing,55,31
cncf.io,17,15
statics.teams.cdn.office.net,12,5
com.google.android.gm,11,7
ecosia.org,8,6
docs.vmware.com,7,6
