time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-08-02 00:00:00+00:00,32854,287,941,292
2021-08-03 00:00:00+00:00,33939,290,1247,302
2021-08-04 00:00:00+00:00,33382,283,1553,368
2021-08-05 00:00:00+00:00,33312,274,1268,345
2021-08-06 00:00:00+00:00,33428,292,1164,332
2021-08-07 00:00:00+00:00,31942,289,399,115
2021-08-08 00:00:00+00:00,30536,282,648,122
2021-08-09 00:00:00+00:00,29865,302,1650,362
2021-08-10 00:00:00+00:00,31727,331,1710,367
2021-08-11 00:00:00+00:00,35752,386,1364,324
2021-08-12 00:00:00+00:00,42891,327,1418,325
2021-08-13 00:00:00+00:00,42707,323,793,251
2021-08-14 00:00:00+00:00,38878,296,350,112
2021-08-15 00:00:00+00:00,35603,280,298,99
