url_path,views_total,views_unique
/fluxcd/flux2,3844,1882
/fluxcd/flux2/releases,1322,550
/fluxcd/flux2/issues,1131,310
/fluxcd/flux2/discussions/2097,951,620
/fluxcd/flux2/search,481,112
/fluxcd/flux2/pulls,385,96
/fluxcd/flux2/releases/tag/v0.23.0,348,242
/fluxcd/flux2/discussions/1916,312,155
/fluxcd/flux2/discussions,251,89
/fluxcd/flux2/tree/main/manifests/monitoring,200,66
