referrer,views_total,views_unique
Google,3920,1543
github.com,3166,783
fluxcd.io,2628,687
DuckDuckGo,121,53
Bing,85,32
giters.com,43,11
wpb-confluence.systems.uk.hsbc,18,1
contribute.cncf.io,16,6
statics.teams.cdn.office.net,15,9
confluence.ncr.com,15,3
