referrer,views_total,views_unique
Google,5004,1902
github.com,3651,893
fluxcd.io,3492,848
DuckDuckGo,204,94
Bing,106,47
giters.com,43,21
ecosia.org,23,6
StartPage,19,4
wpb-confluence.systems.uk.hsbc,18,1
contribute.cncf.io,17,4
