url_path,views_total,views_unique
/fluxcd/flux2,5912,2971
/fluxcd/flux2/releases,1943,827
/fluxcd/flux2/issues,1814,421
/fluxcd/flux2/search,862,197
/fluxcd/flux2/discussions,455,134
/fluxcd/flux2/pull/2440,399,251
/fluxcd/flux2/tree/main/manifests,399,191
/fluxcd/flux2/releases/tag/v0.27.0,385,259
/fluxcd/flux2/tree/main/manifests/monitoring,384,117
/fluxcd/flux2/pulls,381,129
