time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-07-20 00:00:00+00:00,31425,262,1176,296
2021-07-21 00:00:00+00:00,32242,254,1003,291
2021-07-22 00:00:00+00:00,30950,286,1213,327
2021-07-23 00:00:00+00:00,32982,278,969,265
2021-07-24 00:00:00+00:00,31349,240,372,94
2021-07-25 00:00:00+00:00,31409,243,379,106
2021-07-26 00:00:00+00:00,32763,289,1119,291
2021-07-27 00:00:00+00:00,33650,315,944,303
2021-07-28 00:00:00+00:00,34077,309,1260,306
2021-07-29 00:00:00+00:00,34071,297,1086,329
2021-07-30 00:00:00+00:00,33629,298,1012,242
2021-07-31 00:00:00+00:00,32637,292,304,104
2021-08-01 00:00:00+00:00,32418,270,414,98
2021-08-02 00:00:00+00:00,31444,284,930,286
