time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-17 00:00:00+00:00,39212,345,327,100
2021-10-18 00:00:00+00:00,39562,430,1525,409
2021-10-19 00:00:00+00:00,39845,430,2096,432
2021-10-20 00:00:00+00:00,58982,457,990,178
2021-10-21 00:00:00+00:00,143453,408,5191,457
2021-10-22 00:00:00+00:00,130875,417,5866,399
2021-10-23 00:00:00+00:00,106797,347,1342,152
2021-10-24 00:00:00+00:00,86035,346,1026,131
2021-10-25 00:00:00+00:00,78788,447,3600,372
2021-10-26 00:00:00+00:00,65479,416,3710,432
2021-10-27 00:00:00+00:00,45509,397,3049,442
2021-10-28 00:00:00+00:00,37556,441,1552,419
2021-10-29 00:00:00+00:00,37694,388,1459,380
2021-10-30 00:00:00+00:00,34584,385,467,135
