referrer,views_total,views_unique
Google,5156,1958
github.com,3795,893
fluxcd.io,3481,867
DuckDuckGo,195,90
Bing,100,45
giters.com,41,20
ecosia.org,23,6
StartPage,19,4
wpb-confluence.systems.uk.hsbc,18,1
contribute.cncf.io,17,4
