referrer,views_total,views_unique
Google,4861,2032
github.com,3760,865
fluxcd.io,2853,754
DuckDuckGo,124,54
Bing,69,28
linkedin.com,57,34
staticsint.teams.cdn.office.net,23,2
t.co,22,20
confluence.ncr.com,16,4
statics.teams.cdn.office.net,15,10
