referrer,views_total,views_unique
Google,1723,968
github.com,1183,594
fluxcd.io,1008,635
DuckDuckGo,39,26
cncf.io,23,21
com.google.android.gm,23,4
weave.works,17,3
Bing,13,12
harness.io,8,8
qwant.com,6,2
