referrer,views_total,views_unique
Google,1615,661
github.com,1448,386
fluxcd.io,1036,344
DuckDuckGo,56,22
Bing,33,18
com.google.android.gm,23,3
t.co,19,9
statics.teams.cdn.office.net,13,3
githubmemory.com,9,5
weave.works,8,1
