referrer,views_total,views_unique
Google,1860,1027
github.com,1129,571
fluxcd.io,912,565
Bing,55,26
DuckDuckGo,48,30
t.co,11,8
com.google.android.gm,11,5
gard.telekom.de,9,4
golangrepo.com,8,7
aws.amazon.com,8,7
