referrer,views_total,views_unique
Google,1776,1044
github.com,1174,610
fluxcd.io,1033,643
DuckDuckGo,36,26
weave.works,28,8
cncf.io,24,22
Bing,21,17
yandex.ru,11,4
qwant.com,8,3
com.google.android.gm,8,3
