referrer,views_total,views_unique
Google,1924,1002
github.com,1072,583
fluxcd.io,1030,652
DuckDuckGo,64,40
Bing,62,28
cncf.io,19,17
statics.teams.cdn.office.net,17,8
t.co,14,9
com.google.android.gm,12,6
ecosia.org,11,9
