referrer,views_total,views_unique
Google,2208,894
fluxcd.io,1959,445
github.com,1514,497
DuckDuckGo,64,33
Bing,46,20
cn.bing.com,12,3
dev.azure.com,12,1
giters.com,11,5
contribute.cncf.io,9,4
issueexplorer.com,8,5
