referrer,views_total,views_unique
Google,7177,2514
github.com,4882,1228
fluxcd.io,4769,1155
DuckDuckGo,357,182
Bing,187,62
t.co,183,118
giters.com,53,21
youtube.com,40,10
StartPage,26,10
Baidu,19,11
