url_path,views_total,views_unique
/fluxcd/flux2,3656,1815
/fluxcd/flux2/releases,1251,499
/fluxcd/flux2/issues,1002,234
/fluxcd/flux2/discussions/2097,512,361
/fluxcd/flux2/search,451,99
/fluxcd/flux2/releases/tag/v0.24.0,415,234
/fluxcd/flux2/tree/main/manifests/monitoring,317,86
/fluxcd/flux2/discussions,290,92
/fluxcd/flux2/discussions/1916,287,141
/fluxcd/flux2/pulls,278,82
