referrer,views_total,views_unique
Google,3626,1399
github.com,2842,687
fluxcd.io,2699,636
DuckDuckGo,112,48
Bing,68,31
githubmemory.com,36,12
giters.com,20,9
confluence.goldapple.ru,19,1
youtube.com,14,1
cncf.io,13,10
