referrer,views_total,views_unique
Google,1972,1029
github.com,1191,599
fluxcd.io,1051,665
DuckDuckGo,61,46
weave.works,54,27
Bing,40,29
galaxy.ansible.com,20,2
com.google.android.gm,20,2
cncf.io,15,11
jira.dkb.ag,15,8
