referrer,views_total,views_unique
Google,5999,2234
github.com,4070,1214
fluxcd.io,3970,993
DuckDuckGo,498,188
Bing,98,52
cncf.io,42,6
com.google.android.gm,35,3
ecosia.org,28,9
cn.bing.com,22,4
youtube.com,22,3
