referrer,views_total,views_unique
Google,3928,1403
github.com,3443,801
fluxcd.io,3134,670
DuckDuckGo,124,50
Bing,101,52
t.co,95,69
githubmemory.com,30,22
cncf.io,27,18
statics.teams.cdn.office.net,20,11
giters.com,19,7
